Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"2296824","1","2296997","","2010-02-19 14:07:03","","7","11462","<p>Hay i want to find the distance (in miles) between 2 locations using lat and long values, and check if they are within a 10 mile radius of each other.</p>

<p>When a user logs in, their lat/long values are saved in a session</p>

<pre><code>$_SESSION['lat']
$_SESSION['long']
</code></pre>

<p>I have 2 functions</p>

<p>This one works out the distance in miles and returns a rounded value</p>

<pre><code>function distance($lat1, $lng1, $lat2, $lng2){
    $pi80 = M_PI / 180;
    $lat1 *= $pi80;
    $lng1 *= $pi80;
    $lat2 *= $pi80;
    $lng2 *= $pi80;
    $r = 6372.797; // mean radius of Earth in km
    $dlat = $lat2 - $lat1;
    $dlng = $lng2 - $lng1;
    $a = sin($dlat / 2) * sin($dlat / 2) + cos($lat1) * cos($lat2) * sin($dlng / 2) * sin($dlng / 2);
    $c = 2 * atan2(sqrt($a), sqrt(1 - $a));
    $km = $r * $c;
    return floor($km * 0.621371192);
}
</code></pre>

<p>This one returns a bool if the distance between the 2 sets of lat and long's is under 10.</p>

<pre><code>function is_within_10_miles($lat1, $lng1, $lat2, $lng2){
    $d = distance($lat1, $lng1, $lat2, $lng2);
    if( $d &lt;= 10 ){
        return True;
    }else{
        return False;
    }
}
</code></pre>

<p>Both functions work as expected, if i give 2 sets of lat/longs and the distance between them is say 20 miles, my is_within_10_miles() function returns false.</p>

<p>Now, I have a database of 'locations' (4 fields - ID, name, lat, long).</p>

<p>I want to find all locations that are within a 10 mile radius.</p>

<p>Any ideas?</p>

<p><strong>EDIT: I can loop through ALL the and perform the is_within_10_miles() on them like this</strong></p>

<pre><code>$query = ""SELECT * FROM `locations`"";
$result = mysql_query($query);

while($location = mysql_fetch_assoc($result)){
echo $location['name']."" is "";
echo distance($lat2, $lon2, $location['lat'], $location['lon']);
echo "" miles form your house, is it with a 10 mile radius? "";
if( is_within_10_miles($lat2, $lon2, $location['lat'], $location['lon']) ){
    echo ""yeah"";
}else{
    echo ""no"";
}
echo ""&lt;br&gt;"";
</code></pre>

<p>}</p>

<p>A sample result would be</p>

<pre><code>goodison park is 7 miles form your house, is it with a 10 mile radius? yeah
</code></pre>

<p>I need to somehow perform the is_within_10_miles function within my query.</p>

<p>EDIT EDIT</p>

<p>This legend from <a href=""http://www.zcentric.com/blog/2007/03/calculate_distance_in_mysql_wi.html"" rel=""noreferrer"">http://www.zcentric.com/blog/2007/03/calculate_distance_in_mysql_wi.html</a> came up with this...</p>

<pre><code>SELECT ((ACOS(SIN($lat * PI() / 180) * SIN(lat * PI() / 180) + COS($lat * PI() / 180) * COS(lat * PI() / 180) * COS(($lon - lon) * PI() / 180)) * 180 / PI()) * 60 * 1.1515) AS distance FROM members HAVING distance&lt;='10' ORDER BY distance ASC
</code></pre>

<p>It actually works. Problem is that i want to select * rows, rather than selecting them one by one. How do i do that?</p>
","164230","","164230","","2010-02-19 15:56:45","2020-08-29 10:00:46","php mysql compare long and lat, return ones under 10 miles","<php><mysql>","6","1","0","","","CC BY-SA 2.5"
"2296839","1","2298858","","2010-02-19 14:09:03","","3","2551","<p>I am currently thinking about with what pattern I should solve the following issue.</p>

<p>I've got an entity called <code>IdentificationRequest</code>. This entity is used to identify a <code>Person</code> by some criteria.</p>

<pre><code>public class IdentificationRequest
{
     public IdentificationCriteria Criteria;
     public Person IdentifiedPerson;

     protected internal virtual void RedirectToManualIdentification()
     {
        ChangeState(IdentificationRequestState.ManualIdentificationRequested);
     }

     public virtual void StartManualIdentification()
     {
        ChangeState(IdentificationRequestState.ManualIdentificationInProgress);
     }

     public virtual void AssignIdentifiedPerson(Person person)
     {
        identifiedPerson = person;
        ChangeState(IdentificationRequestState.IdentificationFinished);       
     }
}

public class IdentificationCriteria
{
     public string Name;
}
</code></pre>

<p>This is a simplified example. In realitiy the <code>IdentificationRequest</code> contains much more information, as well as the <code>IdentificationCriteria</code>.</p>

<p>So basically a client creates an <code>IdentificationRequest</code> with its <code>IdentificationCriteria</code> and then the correct <code>Person</code> needs to be identified. For this, the criteria needs to be passed to the persistence layer to check whether there is a person in the database matching the criteria. If not person can be found, a human interaction is then required to assign the correct <code>Person</code> to the request.</p>

<p>For the process of identification I am currently using a service. Like:</p>

<pre><code>    public class IdentificationService : IIdentificationService
        {
            private readonly IPersonRepository personRepository ;
            private readonly IIdentificationRequestRepository identificationRequestRepository;

            public IdentificationService(IPersonRepository personRepository )
            {
                this.personRepository = personRepository ;
            }

            public bool IdentifyPerson(IdentificationRequest identificationRequest)
            {
                var matches = personRepository.FindByIdentificationCriteria(identificationRequest.Criteria);

                // some additional post analysis of the matches returned from the persistence layer
                var criteriaAnalyzer = new IdentificationCriteriaAnalyzer(identificationRequest.Criteria);
                var uniqueMatch = criteriaAnalyzer.TryIdentify(matches);

                if(uniqueMatch != null)
                {
                    identificationRequest.AssignIdentifiedPerson(uniqueMatch);
                    return true;
                }
                else
                {
                    identificationRequest.RedirectToManualIdentification();
                    return false;
                }            
            }
        }
</code></pre>

<p>This service is part of the domain assembly. Now my question is, if that is the right pattern to perform the identification? Or would I use a factory, to create the identification request and then directly try to identify it, like:</p>

<pre><code>public class IdentificationRequestFactory
{
    private readonly IPersonRepository personRepository;

    public IdentificationRequestFactory(IPersonRepository personRepository)
    {
        this.personRepository = personRepository;
    }

    public IdentificationRequest Create(IdentificationCriteria identificationCriteria)
    {
        var request = new IdentificationRequest(identificationCriteria);

        var matches = personRepository.FindByIdentificationCriteria(identificationRequest.Criteria);
        var criteriaAnalyzer = new IdentificationCriteriaAnalyzer(identificationRequest.Criteria);
        var uniqueMatch = criteriaAnalyzer.TryIdentify(matches);

        if(uniqueMatch != null)
        {
            identificationRequest.AssignIdentifiedPerson(uniqueMatch);

        }
        else
        {
            identificationRequest.RedirectToManualIdentification();

        }

        return request;
    }
}
</code></pre>

<p>This way, an <code>IdentificationRequest</code> can only be constructed by the factory, making sure that the process of identification is done already and the request is in a valid state.</p>

<p>Or would you let the <code>IdentificationRequest</code> identify itself by doing a method injection like:</p>

<pre><code>public class IdentificationRequest
{
    public IdentificationCriteria Criteria;
    public Person IdentifiedPerson;

    public void Identify(IPersonRepository personRepository)
    {
        // identification logic here
    }
}
</code></pre>

<p>This example would couple the process of identification to the request directly.</p>

<p>What is a common pattern for such a case? Is there a common pattern anyway? What are the pros and cons?</p>

<p>Thx in advance!</p>

<p><strong>Update</strong></p>

<p>Maybe I dont understand the command pattern correctly, but what benefits do I get of it in this case? Is the following implementation correct?</p>

<pre><code>public class IdentificationCommandFactory
{
    private readonly IPersonRepository personRepository;

    public IdentificationCommandFactory(IPersonRepository personRepository)
    {

        this.personRepository = personRepository;
    }

    public IIdentificationCommand Create(IdentificationRequest identificationRequest)
    {
        var matches = personRepository.FindByIdentificationCriteria(identificationRequest);
        var criteriaAnalyzer = new IdentificationCriteriaAnalyzer(identificationRequest);
        var uniqueMatch = criteriaAnalyzer.TryIdentify(matches);

        if(uniqueMatch != null)
        {                
            return new AssignIdentifiedPersonCommand(identificationRequest, uniqueMatch);
        }
        else
        {                
            return new RedirectToManualIdentificationCommand(identificationRequest);
        }    
    }

}

public interface IIdentificationCommand
{
    void Execute();
}

public class RedirectToManualIdentificationCommand : IIdentificationCommand
{
    private readonly IdentificationRequest identificationRequest;

    public RedirectToManualIdentificationCommand(IdentificationRequest identificationRequest)
    {
        this.identificationRequest = identificationRequest;
    }

    public void Execute()
    {
        identificationRequest.RedirectToManualIdentification();
    }
}

public class AssignIdentifiedPersonCommand : IIdentificationCommand
{
    private readonly IdentificationRequest identificationRequest;
    private readonly Person personIdentified;

    public AssignIdentifiedPersonCommand(IdentificationRequest identificationRequest, Person personIdentified)
    {
        this.identificationRequest = identificationRequest;
        this.personIdentified = personIdentified;
    }

    public void Execute()
    {
        identificationRequest.AssignIdentifiedPerson(personIdentified);
    }
 }
</code></pre>

<p><strong>The caller:</strong></p>

<pre><code>    var identificationCommandFactory = new IdentificationCommandFactory(personRepository);

    var command = identificationCommandFactory.Create(request);

    command.Execute();
</code></pre>
","152365","","152365","","2010-02-19 19:05:50","2010-02-19 19:05:50","Factory or service pattern or method injection?","<c#><java><.net><design-patterns>","3","0","0","","","CC BY-SA 2.5"
"2296844","1","","","2010-02-19 14:09:49","","0","4827","<p>So, I have this word template as a resource in my application.
I want to open it to create new documents, but have no idea how to do this.</p>

<p>The following code doesn't work obviously, since the add method requires a filepath (and not the resource byte[] object...
</p>

<pre class=""lang-cs prettyprint-override""><code>object tFalse = false;
object missing = System.Reflection.Missing.Value;
Word.Application app = null;
Word.Document document = null;

object template = Resources.MyTemplate;
document = app.Documents.Add(ref template, ref tFalse, ref missing, ref missing);
</code></pre>

<p>But how do I access this resource file in a proper way?</p>
","207048","","1027198","","2012-02-01 10:04:22","2018-10-09 08:29:20","Open a Word template from resource with interop word","<templates><file><interop><resources>","2","0","","","","CC BY-SA 3.0"
"2296845","1","2298293","","2010-02-19 14:09:53","","2","5410","<p>I'm completely new to both VB.NET and JSON, and I'm trying to figure out how to do SQL queries towards an SQL 2005 Express server and format the return value to JSON. I got the queries working using this (perhaps very newbie-like) code;</p>

<pre><code>Imports System
Imports System.Data
Imports System.Data.SqlClient
Imports System.Web.UI
Imports System.Web.UI.WebControls

Partial Public Class SQLConnect
Inherits System.Web.UI.Page
'Defines SQL variables
Dim con As New SqlConnection
Dim cmd As New SqlCommand
Dim dr As SqlDataReader
Dim ReadData As String
Dim i As Integer


Sub Click(ByVal s As Object, ByVal e As EventArgs)

    'Define SQL address, database, username and password
    con.ConnectionString = ""Data Source=localhost\SQLEXPRESS;Initial Catalog=tempdb;User ID=tesst;Password=test""
    Try
        'Initialize connection
        con.Open()
        'Specify SQL query
        cmd = New SqlCommand(""SELECT * FROM Member"", con)
        'Execute query, dump result array into variable
        dr = cmd.ExecuteReader()
        messageLabel.Text = ""&lt;br /&gt;Connection established&lt;br /&gt;""

        While (dr.Read)
            i = 0
            For i = 0 To dr.FieldCount - 1
                'Dump query results into a variable
                ReadData += dr.Item(i).ToString
            Next
        End While

        'Print query results
        messageLabel2.Text = ReadData
        'Close connection
        con.Close()
    Catch ex As Exception
        messageLabel.Text = ""&lt;br /&gt;Connection failed&lt;br /&gt;""
    End Try


    End Sub
End Class
</code></pre>

<p>I have been looking at <a href=""http://msdn.microsoft.com/en-us/library/system.web.mvc.jsonresult.aspx"" rel=""nofollow noreferrer"">this</a>, and I would love to see some code examples using this class or any other good method.</p>

<p>Any help would be much appreciated, any points and tips you might have.</p>
","263023","","","","","2010-02-19 17:27:41","SQL queries through VB.NET and JSON","<asp.net><sql><vb.net><json>","3","0","","","","CC BY-SA 2.5"
"2296846","1","","","2010-02-19 14:09:57","","7","3818","<p>I already use django-registration : you can register with an email verification, you can reset password with an email confirmation but there is no way to change user's email with an email verification.</p>

<p>Do you know a django application which gives the ability to change user's email address by sending to the new address a verification e-mail ? </p>
","243483","","746010","","2012-01-29 02:49:10","2012-06-21 19:08:05","django apps for changing user email with verification?","<django><email><registration><profile>","3","1","0","","","CC BY-SA 3.0"
"2296850","1","2296876","","2010-02-19 14:10:36","","2","591","<p>I may of worded the title completely wrong, but basically, I have the following base class:</p>

<pre><code>public class ScheduleableService&lt;T&gt; : ServiceBase
        where T : IJob
{
        var x = typeof(T);
}
</code></pre>

<p>The implementation of this is something like:</p>

<pre><code>public class MyScheduledService: ScheduleableService&lt;MyScheduledJob&gt;
{
    //MyScheduledJob implements IJob
}
</code></pre>

<p>Basically, what I need, is in my base class ScheduleableService, to be able to get hold of the MyScheduledService type-
Is there any way I can do this without passing it in.</p>

<p>The following works, however is ugly.....</p>

<pre><code>public class ScheduleableService&lt;T, S&gt; : ServiceBase
    where T : IJob
    where S : ServiceBase
{

    var x = typeof(T);
    var y = typeof(S);
}
</code></pre>

<p>implementation:</p>

<pre><code>public class MyScheduledService: ScheduleableService&lt;MyScheduledJob,
                                                     MyScheduledService&gt;
{
    //MyScheduledJob implements IJob
}
</code></pre>
","131809","","41956","","2011-07-06 09:56:13","2011-07-06 09:56:13","Get the implemented type from a Generic Base Class","<c#><generics><inheritance><base-class>","2","1","","","","CC BY-SA 3.0"
"2296851","1","2297413","","2010-02-19 14:10:53","","0","964","<p>I'm trying to write a class that its constructor takes as argument a String ( which is an image in my directory ie: jpg ) and load the corresponding image via a loader object in memory. I also provide function getBitmapFromLoader() to get the bitmap of the loader in order to use it from another class.</p>

<pre><code>public class LoadImage extends Loader
{
    private var bitmap:Bitmap;
    private var ldr:Loader;

    public function LoadImage(nameURL:String):void
    {
        trace(""LoadImage constructor"");
        ldr = new Loader();
        ldr.contentLoaderInfo.addEventListener(Event.COMPLETE, completeHandler);
        ldr.contentLoaderInfo.addEventListener(IOErrorEvent.IO_ERROR, ioErrorEventHandler);
        var request:URLRequest = new URLRequest(nameURL);
        ldr.load(request);
    }

    /* methods */
    public function getBitmapFromLoader():Bitmap
    {
        return bitmap;
    }

    public function toSprite():Sprite
    {
        trace(""toSprite method"");
        var sprite:Sprite = new Sprite();
        sprite.addChild(bitmap);
        return sprite;
    }

    public function toMovieClip():MovieClip
    {
        trace(""toMovieClip method"");
        var mvc:MovieClip = new MovieClip();
        mvc.addChild(bitmap);
        return mvc;
    }

    private function completeHandler(event:Event):void
    {
        trace(""completeHandler "" + event.currentTarget);
        bitmap = new Bitmap();
        bitmap = Bitmap(event.currentTarget.content);
    }

    private function ioErrorEventHandler(event:IOErrorEvent):void
    {
        trace(""ioErrorEventHandler "" + event.currentTarget);
        trace(""error on loading image: "" + event.currentTarget.url);
        bitmap = null;
    }
}
}
</code></pre>

<p>but it does not work.
 This is what flash outputs:
<code>
Main constructor
LoadImage constructor
toSprite method
TypeError: Error #2007: Parameter child must be non-null.
    at flash.display::DisplayObjectContainer/addChild()
    at loader::LoadImage/toSprite()
    at Main()
completeHandler [object LoaderInfo]
</code></p>

<p>This is how i use it from a main class:
<code>
package
{
    import loader.*;</p>

<pre><code>import flash.display.MovieClip;
import flash.display.Sprite;

public class Main extends MovieClip
{
    /* properties */

    /* constructor */
    public function Main():void
    {
        trace(""Main constructor"");
        var imgLdr:LoadImage = new LoadImage(""smile_bg.jpg"");
        var spr1:Sprite = imgLdr.toSprite();
        //this.width = spr1.width;
        //this.height = spr1.height;
        this.addChild(spr1);
    }

    /* methods */

}
</code></pre>

<p>}
</code></p>
","216675","","216675","","2010-02-19 15:55:34","2010-02-19 15:55:34","Can an Event Handler return a value?","<flash><actionscript-3>","1","4","","","","CC BY-SA 2.5"
"2296853","1","2296914","","2010-02-19 14:11:04","","2","1057","<p>I have a UserControl (lets say Foo.ascx) that has a Type public property with the name Bar.
I am looking for a way that when i declare this usercontrol in the source view of the markup part to pass a type. for example</p>

<pre><code>&lt;%@ Register Src=""~/Controls/Foo.ascx"" TagPrefix=""prfx"" TagName=""fooCtrl"" %&gt;
</code></pre>

<p>and then use it as</p>

<pre><code>&lt;prfx:fooCtrl ID=""theId"" runat=""server"" /&gt;
</code></pre>

<p>if for example i wanted to pass to the control the type of string (such as typeof(string))
something that would have this effect</p>

<pre><code>&lt;prfx:fooCtrl ID=""theId"" runat=""server"" Bar=""typeof(string)"" /&gt;
</code></pre>

<p>how can it be done?
Before anyone asks, the reason is that i have many other properties in this usercontrol that i pass in this manner and i want to avoid using the CodeBehind just to pass the Type</p>
","109338","","109338","","2010-02-19 14:56:02","2010-02-21 14:38:55","How to pass a Type to a UserControl","<c#><asp.net><visual-studio><intellisense>","2","0","0","","","CC BY-SA 2.5"
"2296856","1","","","2010-02-19 14:11:32","","6","4626","<p>I want to connect two devices using the GKSession, starting one as a server and the other one as a client. Using this configuration I can't use the GKPeerPickerController.</p>

<p>I'm having problems for connecting the two devices:</p>

<ul>
<li>Using only bluetooth: impossible</li>
<li>using WiFi: at least there are some data exchange between the devices but no successfully conection.</li>
</ul>

<p>In the interface file I have the </p>

<pre><code>GKSessionDelegate
GKSession *session;
</code></pre>

<p>In the implementation, I start the server using this code:</p>

<pre><code>session = [[GKSession alloc] initWithSessionID:@""iFood""  displayName:nil sessionMode:GKSessionModeClient];
session.delegate = self;
session.available = YES;
</code></pre>

<p>The client starts using this code:</p>

<pre><code>session = [[GKSession alloc] initWithSessionID:@""iFood""  displayName:nil sessionMode:GKSessionModeServer];
session.delegate = self;
session.available = YES;
</code></pre>

<p>How I can force the use of Bluetooth instead of the WiFi ?</p>

<p>Also I have implemented those calls:</p>

<pre><code>-(void)session:(GKSession *)session didReceiveConnectionRequestFromPeer:(NSString *)peerID {
NSLog(@""Someone is trying to connect""); 
}

- (BOOL)acceptConnectionFromPeer:(NSString *)peerID error:(NSError **)error {
NSLog(@""acceptConnectionFromPeer"");
}
</code></pre>

<p>When I start, I get this into the debugger:</p>

<pre><code>Listening on port 50775
2010-02-19 14:55:02.547 iFood[3009:5103] handleEvents started (2)
</code></pre>

<p>And when the other device starts to find, I get this:</p>

<pre><code>~ DNSServiceBrowse callback: Ref=187f70, Flags=2, IFIndex=2 (name=[en0]), ErrorType=0 name=00eGs1R1A..Only by Audi regtype=_2c3mugr67ej6j7._udp. domain=local.
~ DNSServiceQueryRecord callback: Ref=17bd40, Flags=2, IFIndex=2 (name=[en0]), ErrorType=0 fullname=00eGs1R1A\.\.Only\032by\032Audi._2c3mugr67ej6j7._udp.local. rrtype=16 rrclass=1 rdlen=18 ttl=4500
** peer 1527211048: oldbusy=0, newbusy=0
~ DNSServiceBrowse callback: Ref=187f70, Flags=2, IFIndex=-3 (name=[]), ErrorType=0 name=00eGs1R1A..Only by Audi regtype=_2c3mugr67ej6j7._udp. domain=local.
GKPeer[186960] 1527211048 service count old=1 new=2
~ DNSServiceQueryRecord callback: Ref=17bd40, Flags=2, IFIndex=-3 (name=[]), ErrorType=0 fullname=00egs1r1a\.\.only\032by\032audi._2c3mugr67ej6j7._udp.local. rrtype=16 rrclass=1 rdlen=18 ttl=7200
** peer 1527211048: oldbusy=0, newbusy=0
~ DNSServiceBrowse callback: Ref=187f70, Flags=2, IFIndex=-3 (name=[]), ErrorType=0 name=00TF5kc1A..Only by Audi regtype=_2c3mugr67ej6j7._udp. domain=local.
~ DNSServiceQueryRecord callback: Ref=188320, Flags=2, IFIndex=-3 (name=[]), ErrorType=0 fullname=00tf5kc1a\.\.only\032by\032audi._2c3mugr67ej6j7._udp.local. rrtype=16 rrclass=1 rdlen=18 ttl=7200
** peer 1723356125: oldbusy=0, newbusy=0
~ DNSServiceQueryRecord callback: Ref=188320, Flags=2, IFIndex=2 (name=[en0]), ErrorType=0 fullname=00TF5kc1A\.\.Only\032by\032Audi._2c3mugr67ej6j7._udp.local. rrtype=16 rrclass=1 rdlen=18 ttl=4500
** peer 1723356125: oldbusy=0, newbusy=0
</code></pre>

<p>What I'm missing here ?</p>

<p>I'm sure that both devices have bluetooth enabled and connected into the same WiFi.</p>

<p>thanks,</p>

<p>r.</p>
","266276","","266276","","2010-02-19 15:46:53","2013-03-11 16:28:41","GameKit: GKSession manual","<iphone><gamekit>","2","1","0","","","CC BY-SA 2.5"
"3274612","1","","","2010-07-18 06:50:27","","0","11542","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/890966/what-is-string-args-in-java"">What is &ldquo;String args[]&rdquo;? in Java</a>  </p>
</blockquote>



<p>What is the purpose of this method in java. If we not use what happens?
If i give some array size then what happens</p>
","395002","","-1","","2017-05-23 11:52:02","2010-07-18 07:27:44","what is the use of string args[] in main method","<java>","5","0","0","2010-07-19 18:33:56","","CC BY-SA 2.5"
"3274616","1","3274618","","2010-07-18 06:51:12","","2","288","<p>So I've got json-framework up and running on my project, but need help figuring out how to use it to parse this json string:</p>

<pre><code>[
    {
    ""id"":""0"",
    ""name"":""name"",
    ""info"":""This is info"",
    ""tags"":
        [ 
            {
            ""id"":""36"", 
            ""tag"":""test tag""
            },
            { 
            ""id"":""37"",
            ""tag"":"" tag 2""
            } 
        ],
    ""other"":""nil""
    },
    { 
    ""id"":""1"",
    ""name"":""name"",
    ""info"":""This is info"",
    ""tags"":
        [ 
            { 
            ""id"":""36"",
            ""tag"":""test tag"" 
            },
            {
            ""id"":""37"",
            ""tag"":"" tag 2""
            } 
        ], 
    ""other"":""nil""
} 
</code></pre>

<p>]</p>

<p>Any help and maybe sample code on how to go about this <strong>specific</strong> type of json would be great. Somehow I can't get it into a dictionary I can read out of. Thanks so much.</p>
","288125","","1192568","","2013-01-04 09:06:35","2013-01-04 09:06:35","Need help using json-framework on iPhone","<iphone><ios><json><parsing>","1","0","0","","","CC BY-SA 3.0"
"3274619","1","","","2010-07-18 06:54:06","","0","363","<p>Below is simplified version of a game I am creating. Basically, the game have some circles. Each circle shoot bullets that is dispatched with timerEvent. When the circle is clicked it is removed from the stage. However, the bullet still keeps on dispatching. I couldn't figure out how to stop timerEvent of each individual circle when it is clicked.</p>

<pre><code>var _timer:Timer = new Timer(1000);
var speed:int = 20;

for(var i:int=0; i&lt;= 3; i++)
{
    var _shape:MovieClip = new MovieClip();
    _shape.graphics.beginFill(0x999999);
    _shape.graphics.lineStyle(1, 0x000000);
    _shape.graphics.drawCircle(0, 0, 20);
    _shape.graphics.endFill();
    addChild(_shape);
    _shape.x = (stage.stageWidth)/5;
    _shape.y = (stage.stageHeight)/3 + _shape.height*i*1.5;
    _shape.name = ""_shape""+i;
    _shape.buttonMode = true;

    _shape.addEventListener(MouseEvent.CLICK, removeMovieClip);
    bullets(_shape);
}

function bullets(_shape:MovieClip):void
{
     _timer = new Timer(Math.random()*100);
     _timer.addEventListener(TimerEvent.TIMER, startFiring);
     _timer.start();

     function startFiring(e:TimerEvent):void
     {
         speed ++;
         var _bullet:MovieClip = new MovieClip();
         _bullet.graphics.beginFill(0x999999);
         _bullet.graphics.lineStyle(1, 0x000000);
         _bullet.graphics.drawRect(0, 0, 5,2);
         _bullet.graphics.endFill();
         addChild(_bullet);
         _bullet.x = _shape.x + speed ;
         _bullet.y = _shape.y; 
      }
}

function removeMovieClip(e:MouseEvent):void
{
     removeChild(getChildByName(e.currentTarget.name));
     // how to stop the timerEvent of clicked circle?
}
</code></pre>
","395000","","1033581","","2018-06-12 13:42:15","2018-06-12 13:42:15","Handling Multiple TimerEvent","<actionscript-3><event-handling>","1","0","","","","CC BY-SA 4.0"
"3274625","1","3274633","","2010-07-18 06:56:14","","0","56","<p>I have an element where I'm already using the <code>rel</code> attribute, but I would also like to add another attribute that I'll be using in JavaScript.</p>

<pre><code>&lt;a href=""/"" rel=""blah"" foo=""bar""&gt;Link&lt;/a&gt;
</code></pre>

<p>Is it alright to add other attributes? Or is there a better option?</p>
","5441","","","","","2010-07-18 07:03:27","How bad is it to add other attribute to an element or what other options are there?","<javascript><html>","2","0","","","","CC BY-SA 2.5"
"3274629","1","3274774","","2010-07-18 06:57:38","","28","23420","<p>My WPF application is organized as a TabControl with each tab containing a different screen.</p>

<p>One TabItem is bound to data that takes a little while to load. Since this TabItem represents a screen that users may only rarely use, I would like to not load the data until the user selects the tab.</p>

<p>How can I do this?</p>
","345372","","","","","2021-01-19 18:43:38","Lazy loading WPF tab content","<.net><wpf>","7","0","0","","","CC BY-SA 2.5"
"3274630","1","3274821","","2010-07-18 06:58:00","","2","2102","<p>How can I add index to an 18 GB innodb mysql table without affecting the production performance? The table is frequently accessed, I tried altering the table just now and it turns up to have locked more than 200 queries out, and that's bad for performance. Are there any other ways to do it?</p>
","247430","","","","","2014-03-31 17:46:35","How to add index to 18 GB innodb mysql table without affecting production performance?","<php><mysql>","3","2","0","","","CC BY-SA 2.5"
"3274634","1","3275061","","2010-07-18 06:58:51","","1","500","<p>I am building <a href=""http://vaths.awardspace.info/testmobile"" rel=""nofollow noreferrer"">this</a> mobile website. </p>

<p>If you check it on your mobile browser it should fit in such that there is no horizontal scrolling. (Content should only be vertically stacked).
Can someone help me in fixing the CSS of the page. Just let me know what the correct CSS should be so as to auto adjust for different mobile phones. </p>

<p>CSS of this page can be found <a href=""http://vaths.awardspace.info/testmobile/inc/css/style.css"" rel=""nofollow noreferrer"">here</a>. Basically, two main components I guess. (body and content).</p>

<p>Also, I used <a href=""http://wap.cinema.de/op/cinema/de/ct/"" rel=""nofollow noreferrer"">this</a> mobile website as a sample. Please refer to its inline CSS by viewing the source of that page.</p>

<p>Thanks</p>
","356186","","","","","2010-07-18 10:00:07","Problem with CSS for mobile website","<html><css><mobile>","1","1","","","","CC BY-SA 2.5"
"3274637","1","3274692","","2010-07-18 07:00:41","","4","457","<p>Assume there's a relational database with 3 tables:</p>

<pre><code>Courses {name, id},
Students {name, id},
Student_Course {student_id, course_id}
</code></pre>

<p>I want to write an SQL that gives me the student-course pairs that do NOT exist. If that is not feasible, at least it'd be good to know if there are missing pairs or not.</p>

<p>Also, since this is a small part of a larger problem I'd like to automate, seeing many different ways of doing it would be useful.</p>
","24461","","13302","","2010-07-18 08:21:38","2010-07-18 08:21:38","Find Missing Pairs in SQL","<sql>","2","0","","","","CC BY-SA 2.5"
"3274638","1","3274644","","2010-07-18 07:00:55","","0","102","<p>i dont know what is wrong with this code.. it will just don't work even if it has the same syntax with the other one..</p>

<pre><code>$(document).ready(function(){ 
$(""#inner"").animate({height:'200',top:'-100'},1000);
  $(""#inner"").animate({width:'200',margin-left:'-100'},1000);
});
</code></pre>

<p>you can see the example <a href=""http://jsfiddle.net/qmuYq/3/"" rel=""nofollow noreferrer"">here</a>..</p>
","403971","","","","","2010-07-18 07:24:36","jquery animation","<jquery>","2","1","","","","CC BY-SA 2.5"
"3274640","1","3279184","","2010-07-18 07:01:48","","2","1383","<p>I'm authoring a gem and would like to copy template files that are packaged in my gem into the local directory that the gem is being called from.</p>
","65311","","","","","2013-03-22 19:16:54","How do I copy files from a gem to the local directory","<ruby><rubygems>","1","0","0","","","CC BY-SA 2.5"
"3274645","1","3274790","","2010-07-18 07:03:42","","3","1005","<p>Ok,</p>

<p>I have developed this WinForms client, which interacts with a server (ASPX Application) by means of WCF calls. I would now like to deploy the server to my shared webhost, but I'm kinda new to WCF and especially the security possibilities behind it.</p>

<p>The goal is to kind of secure the WCF service, so that not everybody that knows or finds out the endpoint address can call it. Rather, only my WinForms client must be able to call the WCF service.</p>

<p>I do not need authentication on a user basis, so no authentication is required from the user of the client. <strong>But I want only instances of this WinForms client to be able to interact with the service.</strong> The information passed between server and client is not very sensitive, so it's not really required to secure it, but it's a plus if it can easily be done.</p>

<p>Is this possible with a Shared Host (IIS) environment (no HTTPS at disposal) ? What bindings and options should I use ? I suppose wsHttpBinding, but how would I setup the security options ?</p>

<p>Using .NET 4.0</p>

<p>Thanks</p>
","249245","","249245","","2010-07-18 07:29:39","2010-07-19 05:01:40","WCF security between WinForms client and Shared Host webserver","<winforms><wcf><security><iis><wcf-security>","2","1","0","","","CC BY-SA 2.5"
